id,price,sale_yr,sale_month,sale_day,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,old,refurbish
6641800020,700000,2015,1,9,4,2.5,3270,9650,1,0,3,4,9,2320,950,1971,0,98166,47.409,-122.333,2340,17357,44,0
6738700275,870000,2014,6,25,4,2.75,2840,4000,1,0,0,5,8,1960,880,1912,0,98144,47.5846,-122.291,2750,4000,102,0
3262300555,2458000,2014,7,8,4,5.25,6500,14986,2,0,0,3,11,5180,1320,2001,0,98039,47.6304,-122.236,2270,8119,13,0
1760650950,309000,2015,4,23,3,2.5,1950,3825,2,0,0,3,7,1950,0,2013,0,98042,47.3588,-122.082,1950,3825,2,0
1036400200,697000,2015,4,29,4,1.75,1670,13125,1,0,0,5,8,1670,0,1973,0,98052,47.6315,-122.101,2360,12500,42,0
34001304,480000,2015,4,10,5,2.25,2240,5500,1,0,0,3,7,1490,750,1959,0,98136,47.5305,-122.391,2010,6050,56,0
1137300340,674250,2014,11,21,4,2.5,2780,35000,1,0,0,4,9,2780,0,1985,0,98072,47.7386,-122.091,2740,35072,29,0
2349300060,200000,2015,2,12,4,2,1920,4822,1,0,0,2,6,920,1000,1914,0,98136,47.5507,-122.381,1120,4822,101,0
269000615,875000,2014,5,16,3,2,2220,6641,1,0,2,4,7,1220,1000,1947,0,98199,47.6426,-122.388,1800,5900,67,0
1523069128,625000,2015,3,31,5,2.75,2910,85377,1,0,0,4,8,1510,1400,1966,0,98027,47.48,-122.03,2160,66120,49,0
6113400047,530000,2015,3,31,4,2.25,2410,14985,1,0,1,4,7,1950,460,1965,0,98166,47.4278,-122.343,2510,15256,50,0
4302700559,342000,2015,3,27,3,1,1980,6450,1,0,0,4,6,1120,860,1950,0,98106,47.5291,-122.356,1180,5160,65,0
6071400360,550000,2014,9,8,4,2.5,2120,9163,1,0,0,4,8,1450,670,1961,0,98006,47.5551,-122.172,2120,9166,53,0
3026059361,479000,2015,4,17,2,2.5,1741,1439,2,0,0,3,8,1446,295,2007,0,98034,47.7043,-122.209,2090,10454,8,0
8073900070,408000,2014,5,22,3,2.25,1950,7221,1,0,0,4,8,1950,0,2006,0,98188,47.431,-122.285,2310,8125,8,0
7520000616,325000,2015,3,9,4,2.5,2090,7434,1,0,0,3,7,1090,1000,1993,0,98146,47.4962,-122.349,1260,8404,22,0
9523100026,748000,2014,7,23,4,2.5,3170,4979,2,0,0,4,7,2570,600,1925,0,98103,47.6655,-122.34,2060,5000,89,0
8732130140,285000,2014,12,22,4,2.25,2150,8250,1,0,0,4,7,1240,910,1978,0,98023,47.3045,-122.378,2050,7875,36,0
7211340030,300000,2015,4,28,3,1,1010,10168,1,0,0,3,6,1010,0,1979,0,98014,47.6453,-121.912,1180,10318,36,0
8078100140,374950,2015,3,23,4,2.5,1980,12062,2,0,0,3,8,1980,0,1992,0,98031,47.4038,-122.167,2300,7902,23,0
9558010230,330000,2014,5,9,4,2.5,1940,3784,2,0,0,3,8,1940,0,2003,0,98058,47.4513,-122.119,1940,4499,11,0
6149700350,343000,2014,10,16,2,1,1230,7560,1,0,0,3,7,1230,0,1961,0,98133,47.7298,-122.34,1270,7560,53,0
2525059172,664000,2014,11,25,6,2.5,3190,12196,2,0,0,4,8,3190,0,1979,0,98052,47.6309,-122.103,2790,13068,35,0
3421069020,314000,2014,10,20,3,1.75,1350,217852,1,0,0,3,8,1100,250,1953,0,98022,47.2628,-122.03,2190,217800,61,0
513000445,554950,2014,11,11,4,1.75,1740,4816,1,0,0,5,7,870,870,1942,0,98116,47.5758,-122.382,1210,5074,72,0
1498301672,467000,2015,3,30,5,2,2080,4000,1,0,0,4,6,1040,1040,1909,0,98144,47.5858,-122.308,1940,6000,106,0
7515000035,395350,2015,4,24,2,1,1060,5754,1,0,0,4,6,1060,0,1917,0,98117,47.6931,-122.372,1460,7200,98,0
8832900360,735000,2015,4,28,3,1.75,2250,11520,1,0,1,3,8,2250,0,1956,0,98028,47.7619,-122.268,2730,12445,59,0
4218400100,1865000,2014,9,11,6,2.75,4460,6952,2,0,2,4,10,3460,1000,1930,0,98105,47.6626,-122.269,2750,4769,84,0
2391602500,512500,2014,5,15,3,2.5,1840,2875,2,0,0,4,7,1840,0,1997,0,98116,47.562,-122.393,1240,5750,17,0
7129301851,245000,2014,9,23,2,1,1120,5650,1,0,1,3,6,720,400,1904,0,98118,47.5155,-122.255,2160,6480,110,0
2426049125,488000,2014,11,14,4,2.25,2500,10890,1,0,0,5,7,1800,700,1978,0,98034,47.7318,-122.239,2500,7467,36,0
8944550100,455000,2014,7,23,4,2.5,2090,4400,2,0,0,3,8,2090,0,2011,0,98118,47.5403,-122.286,2090,3430,3,0
3867400130,810000,2014,7,9,4,1.75,2000,3988,1,0,4,4,7,1000,1000,1958,0,98116,47.5925,-122.391,1690,4144,56,0
1651800030,1650000,2014,8,29,4,2.25,2920,20400,1,0,0,4,11,2920,0,1966,0,98004,47.6237,-122.228,3080,20400,48,0
7715801040,465000,2015,2,21,3,2,1430,7125,1,0,0,4,7,1430,0,1984,0,98074,47.6256,-122.059,1570,8075,31,0
6064800730,330950,2015,1,29,3,2.5,1630,2844,2,0,0,3,7,1630,0,2003,0,98118,47.5413,-122.288,1610,2582,12,0
6338000592,565000,2014,8,20,3,1.75,1540,4800,1,0,0,4,6,770,770,1925,0,98105,47.67,-122.284,1510,4080,89,0
1402600570,320000,2015,1,13,3,2.25,1580,6561,1,0,0,3,8,1200,380,1981,0,98058,47.4394,-122.14,1710,7241,34,0
7202360170,788600,2014,5,23,4,2.75,3500,7200,2,0,0,3,9,3500,0,2005,0,98053,47.6818,-122.025,3920,7666,9,0
9209900335,463000,2014,5,9,2,1,1150,4400,1,0,0,4,7,1150,0,1905,0,98112,47.6226,-122.292,1240,4400,109,0
7905200310,545000,2014,7,29,4,1.75,1910,6731,1,0,0,4,7,1210,700,1953,0,98116,47.5693,-122.391,1780,6350,61,0
1422700080,253000,2014,6,10,3,1.75,2040,7281,1,0,0,3,7,1020,1020,1962,0,98188,47.4681,-122.282,1740,7527,52,0
8856900310,535000,2015,2,3,4,2.25,2810,12607,2,0,0,3,10,2810,0,1985,0,98058,47.4585,-122.13,2810,17400,30,0
5379805885,240000,2014,5,21,2,1.75,1330,7200,1,0,0,3,7,1330,0,1993,0,98188,47.4467,-122.281,1450,11682,21,0
826069180,440000,2014,10,21,4,2.75,2030,56192,1,0,0,3,8,1550,480,1979,0,98077,47.752,-122.073,2510,44866,35,0
5075400150,585000,2014,5,23,3,2,1670,4572,1,0,0,3,8,1670,0,1931,0,98117,47.6854,-122.373,1480,4890,83,0
2911000100,245000,2015,3,10,4,2.5,1921,4888,2,0,0,3,7,1921,0,2009,0,98001,47.2689,-122.24,1921,9140,6,0
7857000732,350000,2014,11,1,3,1.75,2090,6258,1,0,0,3,7,1390,700,1956,0,98108,47.5503,-122.301,1790,5793,58,0
7011201333,590000,2014,9,17,3,3.25,1290,1230,2,0,2,3,9,1090,200,2008,0,98119,47.6367,-122.37,1710,1797,6,0
7694200350,399963,2014,8,20,4,2.5,2620,4050,2,0,0,3,8,2620,0,2014,0,98146,47.5017,-122.34,2030,3944,0,0
7525100520,335000,2014,5,2,2,2,1350,2560,1,0,0,3,8,1350,0,1976,0,98052,47.6344,-122.107,1790,2560,38,0
9424400110,725000,2014,12,16,2,1,2410,5930,2,0,0,3,9,1930,480,2007,0,98116,47.5657,-122.395,1540,5892,7,0
9829200325,765000,2014,6,17,3,2,1570,7000,2,0,2,4,8,1050,520,1971,0,98122,47.6061,-122.286,1990,6675,43,0
8901001290,477000,2014,9,3,4,1.5,1380,7800,1,0,0,3,7,1080,300,1928,0,98125,47.7093,-122.306,1770,7503,86,0
923000580,614000,2015,2,23,4,2.75,2760,8160,1,0,2,4,8,1780,980,1940,0,98177,47.7248,-122.365,2720,8160,75,0
625100181,535000,2014,5,8,4,2.5,2280,65836,2,0,0,3,8,2280,0,2004,0,98077,47.7237,-122.076,2300,97574,10,0
9268850030,420000,2014,7,7,3,2.25,1620,1075,3,0,0,3,8,1540,80,2009,0,98027,47.5405,-122.026,1620,1237,5,0
3876300890,485000,2014,12,11,4,2.75,2560,8956,1,0,0,4,7,1500,1060,1968,0,98034,47.7278,-122.177,2280,9234,46,0
3438501320,295000,2014,5,2,2,2.5,1630,1368,2,0,0,3,7,1280,350,2009,0,98106,47.5489,-122.363,1590,2306,5,0
937000330,246500,2015,3,19,3,1.5,1170,11530,1,0,0,3,7,1170,0,1960,0,98198,47.4211,-122.29,1550,8605,55,0
3746700120,857326,2014,11,4,3,3.5,3940,11632,2,0,0,3,10,3940,0,2014,0,98166,47.438,-122.344,2015,11632,0,0
5649600435,349950,2015,1,8,5,2,1880,4179,1,0,0,3,7,940,940,1952,2000,98118,47.5536,-122.283,1350,5150,63,1
2560800165,180500,2015,3,16,2,1,850,5000,1,0,0,3,6,850,0,1976,0,98198,47.3817,-122.314,1160,5000,39,0
1000102,280000,2014,9,16,6,3,2400,9373,2,0,0,3,7,2400,0,1991,0,98002,47.3262,-122.214,2060,7316,23,0
3330500875,381156,2014,12,26,2,1,1320,3090,1,0,0,4,7,1320,0,1908,0,98118,47.5517,-122.276,1270,4120,106,0
1139000069,320000,2014,11,18,3,1.5,1240,1221,2,0,0,3,8,1050,190,2009,0,98133,47.7073,-122.356,1180,887,5,0
5101405335,414900,2014,8,26,3,1.5,1260,9570,1,0,0,3,7,870,390,1941,0,98115,47.7004,-122.305,1620,7000,73,0
4215250030,475000,2014,8,19,4,2.5,2120,57050,2,0,0,3,9,2120,0,1989,0,98072,47.7611,-122.128,3320,39082,25,0
9522400350,500000,2014,10,8,4,2.25,2490,23478,2,0,0,3,8,2490,0,1981,0,98072,47.7547,-122.094,2030,12611,33,0
4403200255,796000,2014,7,22,4,3.5,3670,4960,2,0,0,3,9,2870,800,2005,0,98177,47.7022,-122.374,1520,6335,9,0
2225059240,935000,2014,10,28,5,2.5,3150,35283,1,0,0,3,10,1800,1350,1975,0,98005,47.6368,-122.157,3280,35283,39,0
2639400020,635000,2014,8,1,4,1.75,2460,7560,2,0,0,4,8,2460,0,1952,0,98177,47.7256,-122.367,2760,8918,62,0
8001470560,925900,2014,11,17,4,3.75,3980,7828,2,0,0,3,10,3980,0,2001,0,98074,47.6303,-122.065,3980,8910,13,0
751000020,290000,2014,6,26,2,1,930,7740,1,0,0,3,6,930,0,1924,0,98125,47.7091,-122.292,1250,7740,90,0
1438000190,549995,2014,9,11,4,3.5,2660,5690,2,0,0,3,8,1920,740,2014,0,98059,47.4775,-122.122,2970,5690,0,0
6300500515,350000,2014,8,18,3,1,1020,4980,1,0,0,4,7,850,170,1941,0,98133,47.7039,-122.34,970,4980,73,0
524059323,990400,2015,2,19,3,2.5,2100,4097,2,0,0,3,9,2100,0,2008,0,98004,47.5983,-122.2,1820,4764,7,0
5126900100,150000,2014,9,23,2,1,790,7275,1,0,0,4,6,790,0,1944,0,98058,47.4771,-122.174,850,7399,70,0
2296700470,465000,2014,11,6,4,2.5,2170,7700,1,0,0,3,7,1420,750,1969,0,98034,47.7216,-122.219,1710,7770,45,0
1000102,300000,2015,4,22,6,3,2400,9373,2,0,0,3,7,2400,0,1991,0,98002,47.3262,-122.214,2060,7316,24,0
2600020100,975000,2014,9,30,4,2.5,2720,10455,2,0,2,3,10,2500,220,1981,0,98006,47.5564,-122.158,3240,12348,33,0
7202290650,620000,2014,12,30,4,2.5,3040,9606,2,0,0,3,7,3040,0,2003,0,98053,47.6884,-122.044,1690,3849,11,0
7533800325,1100000,2014,5,20,3,2,2390,6888,2,0,1,5,8,2390,0,1939,0,98115,47.6839,-122.274,2390,7920,75,0
4351300978,787888,2014,8,26,4,2.25,2580,21115,2,0,0,4,9,2580,0,1977,0,98040,47.5566,-122.219,2690,10165,37,0
9212900300,492000,2015,3,4,2,1,950,6000,1,0,0,3,7,950,0,1942,0,98115,47.6897,-122.294,1440,6000,73,0
9187200045,625000,2015,5,4,4,1.5,2120,5000,2,0,0,4,8,2120,0,1900,0,98122,47.6024,-122.296,1830,5000,115,0
4401200010,795000,2014,8,8,4,2.75,3100,7501,2,0,0,3,10,3100,0,1998,0,98052,47.6859,-122.109,3140,8672,16,0
1061400360,280000,2014,7,1,3,1,1090,10710,1,0,0,4,7,1090,0,1962,0,98056,47.5,-122.169,1090,10440,52,0
461002050,450000,2014,8,26,2,1,910,5000,1,0,0,4,6,910,0,1914,0,98117,47.683,-122.374,1480,5000,100,0
2306400010,500000,2014,10,17,2,1,1120,3220,1,0,0,4,7,1120,0,1923,0,98103,47.6588,-122.344,1440,3220,91,0
104550660,275000,2014,7,28,3,2.5,1870,6821,2,0,0,3,7,1870,0,1989,0,98023,47.3065,-122.358,1970,6821,25,0
6300500183,305000,2014,12,12,4,2,1780,5043,1,0,0,3,7,870,910,1993,0,98133,47.7045,-122.342,1350,5044,21,0
5634500234,554990,2015,5,13,3,2.5,2100,6092,2,0,0,3,8,2100,0,2013,0,98028,47.7508,-122.239,2250,8592,2,0
1972200555,610000,2014,7,14,3,1.75,1630,1500,3,0,0,3,8,1630,0,2014,0,98103,47.6536,-122.354,1570,1335,0,0
6788203060,690000,2014,10,10,3,2.75,2480,3240,1,0,0,3,9,1890,590,1929,0,98112,47.6399,-122.311,2160,3240,85,0
220069106,599950,2015,4,1,3,2.5,1970,106722,1,0,4,3,9,1970,0,1985,0,98022,47.2498,-122.003,2910,101494,30,0
3992700036,415000,2014,6,26,3,1,1170,6700,1,0,0,3,8,1170,0,1957,0,98125,47.7122,-122.29,2410,7620,57,0
723000226,1250000,2014,10,28,3,2.75,2780,4815,3,0,2,3,10,2780,0,1974,0,98105,47.6569,-122.286,2820,5000,40,0
2870000040,145000,2014,11,10,2,1,800,8125,1,0,0,3,6,800,0,1964,0,98033,47.6836,-122.174,2390,8125,50,0
4385700660,1085000,2014,8,7,3,1.5,2560,4000,1,0,0,5,8,1660,900,1927,0,98112,47.6384,-122.279,2560,4000,87,0
7625702615,400000,2015,1,14,2,1,610,4560,1,0,0,3,5,610,0,1918,0,98136,47.5498,-122.383,930,1392,97,0
7201600190,430000,2015,2,20,4,1.75,1570,7650,1,0,0,3,7,1100,470,1975,0,98052,47.6801,-122.106,1580,7650,40,0
6823100225,700000,2015,4,14,4,1.75,1870,6000,1,0,0,5,8,1670,200,1949,0,98199,47.6435,-122.399,1710,6000,66,0
3876540600,273000,2015,5,7,3,2.25,1930,8192,1,0,0,3,7,1470,460,1984,0,98003,47.2624,-122.299,1510,8192,31,0
7010701016,411000,2015,2,9,1,1,1080,5000,1,0,0,3,7,1080,0,1948,0,98199,47.6603,-122.394,1620,4000,67,0
5035300871,898000,2014,10,14,2,2.25,2470,7658,1,0,0,4,8,1480,990,1954,0,98199,47.653,-122.416,2070,7270,60,0
3131201310,525000,2014,9,30,5,1,1280,3876,1,0,0,3,7,1280,0,1923,0,98105,47.6605,-122.324,1420,3825,91,0
240000130,706000,2014,10,13,4,2.5,3280,16575,1,0,0,3,9,2190,1090,1972,0,98188,47.426,-122.285,1570,13209,42,0
114101505,630000,2015,4,23,5,3.5,4060,8309,2,0,0,3,9,2960,1100,2001,0,98028,47.757,-122.228,1730,11711,14,0
4006000281,227000,2014,7,29,3,1.75,2380,12681,1,0,0,1,6,1380,1000,1918,0,98118,47.5294,-122.279,1720,6377,96,0
1525069095,925000,2014,6,19,4,2.5,3280,209088,2,0,0,3,10,3280,0,1994,0,98053,47.6553,-122.023,2460,39498,20,0
2222059052,370950,2015,2,27,3,2.5,2529,9653,2,0,0,3,7,2529,0,2012,0,98042,47.3738,-122.161,2533,6125,3,0
425200145,265000,2014,7,3,3,1,1020,8610,1,0,0,5,7,1020,0,1959,0,98056,47.4974,-122.169,1070,5940,55,0
8731990440,299900,2015,3,10,4,2.75,2330,7200,1,0,0,4,8,1560,770,1977,0,98023,47.3203,-122.385,2350,7600,38,0
5126300960,442250,2015,1,27,3,2.5,2170,8169,2,0,0,3,8,2170,0,2003,0,98059,47.4833,-122.139,2240,6733,12,0
8731800840,265000,2014,6,19,3,1.75,1840,7300,1,0,0,3,8,1840,0,1966,0,98023,47.3122,-122.369,1920,8010,48,0
7613700950,1240000,2014,6,10,5,3,2830,7500,2,0,0,3,9,2460,370,1923,0,98105,47.6579,-122.277,2900,5000,91,0
1775500362,625000,2014,10,13,4,2.5,2601,34335,2,0,0,3,9,2601,0,1995,0,98072,47.742,-122.087,2080,32336,19,0
7967950040,485000,2015,4,16,4,2.5,3710,15935,1,0,0,3,10,2130,1580,2005,0,98001,47.3528,-122.267,3674,17913,10,0
414100280,336000,2015,4,14,2,1,1180,7200,1,0,0,4,6,1180,0,1949,0,98133,47.7475,-122.342,1180,7200,66,0
3585900785,930000,2014,5,14,3,2.5,3100,20553,1,0,0,3,10,3100,0,1954,0,98177,47.7635,-122.377,3000,22302,60,0
5101404351,550000,2014,7,2,4,2.75,2160,5005,1,0,0,3,7,1430,730,1987,0,98115,47.6971,-122.302,1770,5326,27,0
4100500070,1710000,2014,5,27,5,4.5,4590,14685,2,0,0,3,10,4590,0,2009,0,98033,47.664,-122.2,3030,9486,5,0
985001015,135000,2014,6,4,1,1,790,13062,1,0,0,3,6,790,0,1942,0,98168,47.4919,-122.311,1240,7137,72,0
6392002550,970000,2014,10,22,3,2.25,3400,10000,2,0,0,3,10,3400,0,1983,0,98115,47.6846,-122.284,1860,5100,31,0
4217400305,1295000,2015,3,31,4,2.5,3070,4000,2,0,0,4,8,2070,1000,1940,0,98105,47.659,-122.281,2560,4000,75,0
1796000120,510000,2014,10,23,4,2,2990,102366,1,0,0,4,8,2990,0,1974,0,98092,47.3068,-122.088,2820,57140,40,0
3449000200,360000,2015,5,8,4,1.75,2010,12188,1,0,0,4,7,1150,860,1960,0,98059,47.5013,-122.147,1720,8475,55,0
7234600796,495000,2014,11,26,2,1.75,1850,2530,2,0,0,4,7,1850,0,1903,0,98122,47.6106,-122.31,1500,1795,111,0
3126049052,551000,2015,3,18,4,1.75,2040,6348,1,0,0,3,7,1020,1020,1962,0,98103,47.6964,-122.336,1770,5047,53,0
7751800070,583000,2014,8,4,3,1.5,1800,10050,1,0,0,3,7,1800,0,1955,0,98008,47.6344,-122.126,1610,10050,59,0
3754500566,749950,2014,11,20,4,2.5,2370,2971,2,0,2,3,9,2080,290,2008,0,98034,47.7064,-122.224,2970,7500,6,0
7986400305,754300,2015,4,24,5,2.75,1800,4500,2,0,0,4,7,1680,120,1939,0,98107,47.6648,-122.358,1730,4500,76,0
5245400030,255000,2015,2,23,4,1,1250,9102,1,0,0,3,7,1250,0,1955,0,98148,47.4258,-122.327,1260,9180,60,0
3996900295,358000,2014,12,14,2,1,1140,8340,1,0,0,3,7,1140,0,1948,0,98155,47.7448,-122.3,1030,8149,66,0
3022079094,675000,2014,10,6,4,2.5,3320,244807,2,0,0,3,9,3320,0,2001,0,98010,47.3637,-121.955,2530,217800,13,0
7856400410,1100000,2014,7,29,4,2.25,3310,8540,1,0,4,4,9,1660,1650,1973,0,98006,47.5603,-122.158,3450,9566,41,0
7568700740,430000,2014,5,21,3,2.75,2550,11160,2,0,0,3,8,2550,0,1994,0,98155,47.7351,-122.323,1020,7440,20,0
8562710640,909500,2015,2,11,4,4,4420,5940,2,0,0,3,10,3410,1010,2006,0,98027,47.5397,-122.072,4510,5797,9,0
7549801565,311000,2014,12,19,3,2,1190,7840,1,0,0,4,6,1190,0,1918,0,98108,47.5531,-122.312,1460,3240,96,0
3750603492,185000,2014,7,15,3,1,1510,17040,1,0,0,4,6,1510,0,1975,0,98001,47.2649,-122.285,1520,14000,39,0
2832100270,306888,2015,5,7,4,1.5,1940,8970,1,0,0,3,7,1270,670,1980,0,98125,47.7297,-122.326,1960,8470,35,0
7202340860,561000,2015,3,18,3,2.5,2120,5277,2,0,0,3,7,2120,0,2005,0,98053,47.6811,-122.034,2370,5257,10,0
5250300035,910000,2014,10,8,4,1.5,2890,9000,2,0,4,3,8,2090,800,1939,0,98118,47.5682,-122.274,2550,8400,75,0
4047200950,265000,2014,6,9,2,1,1000,31505,1,0,0,3,6,1000,0,1960,0,98019,47.7659,-121.899,1560,22597,54,0
7560000070,710000,2014,6,10,3,3.5,2440,3427,2,0,0,3,7,1990,450,2000,0,98005,47.589,-122.165,2440,2601,14,0
2724079090,1650000,2015,1,5,4,3.25,3920,881654,3,0,3,3,11,3920,0,2002,0,98024,47.5385,-121.896,2970,112384,13,0
251200200,464900,2014,6,27,4,2.25,2020,8424,1,0,0,4,7,1380,640,1979,0,98034,47.7262,-122.233,2030,7236,35,0
5505700055,345000,2014,7,30,5,3,2080,6150,1,0,0,3,7,1040,1040,1950,0,98116,47.5707,-122.394,1420,6150,64,0
7766200013,775000,2014,8,11,4,2.25,4220,24186,1,0,0,3,8,2600,1620,1984,0,98166,47.445,-122.347,2410,30617,30,0
3438500714,325000,2014,5,6,4,2.5,1890,6156,1,0,0,3,7,980,910,1980,0,98106,47.551,-122.356,1590,6954,34,0
6021503706,329900,2014,10,14,2,2.5,980,1021,3,0,0,3,8,980,0,2008,0,98117,47.6844,-122.387,980,1023,6,0
6751500185,795000,2015,4,21,5,3,2750,10000,1,0,0,4,7,1730,1020,1957,0,98008,47.5878,-122.13,2520,10000,58,0
324059112,675500,2015,3,25,4,2.75,2060,21344,1,0,0,2,8,1460,600,1978,0,98005,47.5934,-122.154,2060,16088,37,0
9834201145,635000,2015,2,22,4,2.5,2880,3091,2,0,0,3,9,1940,940,2014,0,98144,47.5711,-122.286,1560,4080,1,0
5416500090,269000,2014,7,24,3,2.5,1440,3800,2,0,0,3,7,1440,0,2005,0,98038,47.3606,-122.039,1890,3819,9,0
1180003175,229950,2015,4,10,2,1,850,6000,1,0,0,3,6,850,0,1924,0,98178,47.4972,-122.224,1100,6000,91,0
6380500135,326100,2014,5,27,2,1,880,7683,1,0,0,3,6,880,0,1942,0,98177,47.7145,-122.361,1370,7695,72,0
5647000060,344950,2014,12,11,3,2,1330,7419,1,0,0,3,7,1330,0,1985,0,98034,47.7322,-122.236,1330,7297,29,0
255520150,539000,2014,9,2,3,2.5,2830,9972,2,0,0,3,9,2830,0,2006,0,98019,47.7382,-121.975,3557,9159,8,0
4299700095,254000,2014,5,16,4,2,1510,4235,1,0,0,3,7,1510,0,1955,0,98108,47.546,-122.293,1510,4268,59,0
